Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPerGame,ScrimmageTDsPerGame,TeamName_y,SkillPointOff
1777,WR,Isaiah,Bond,Isaiah Bond,DAL,12,-16384,0,-4096,753,-128,813,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,2,15,0,0,10,0,Isaiah,Bond,558.0,556.0,10.0,Signed,76.0,0.0,4.0,DAL,tier_4,51.0,0.13333333333333333,DAL,-4.0
1778,WR,Randall,St. Felix,Randall St. Felix,LAC,0,-16384,0,-4096,0,-128,194,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,7,0,Randall,St. Felix,3477.0,3475.0,7.0,Signed,70.0,0.0,2.0,LAC,tier_5,0.0,0.0,LAC,-2.0
1779,HB,Devin,Neal,Devin Neal,WAS,609,-16384,0,-4096,263,-128,748,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,2,15,0,0,25,4,Devin,Neal,682.0,680.0,25.0,Signed,73.0,4.0,0.0,WAS,tier_5,58.13333333333333,0.4,WAS,4.0
1780,WR,Braylon,James,Braylon James,NYG,0,-16384,0,-4096,66,-128,199,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,15,0,Braylon,James,1769.0,1767.0,15.0,Signed,73.0,0.0,2.0,NYG,tier_5,4.4,0.0,NYG,-2.0
1781,WR,Andre,Greene Jr,Andre Greene Jr,IND,9,-16384,0,-4096,1114,-128,984,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,8,15,0,0,9,0,Andre,Greene Jr,55.0,53.0,9.0,Signed,89.0,4.0,0.0,IND,tier_2,74.86666666666666,0.5333333333333333,IND,4.0
1783,WR,Jarnorris,Hopson,Jarnorris Hopson,NE,0,-16384,0,-4096,0,-128,155,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,1,21,0,Jarnorris,Hopson,969.0,967.0,21.0,Signed,64.0,0.0,0.0,NE,tier_6,0.0,0.0,NE,0.0
1785,WR,Cristian,Dixon,Cristian Dixon,PIT,0,-16384,0,-4096,54,-128,163,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,11,0,0,28,0,Cristian,Dixon,2120.0,2118.0,28.0,Signed,65.0,0.0,0.0,PIT,tier_6,4.909090909090909,0.0,PIT,0.0
1786,HB,Kamar,Edmonds,Kamar Edmonds,PIT,115,-16384,0,-4096,12,-128,217,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,28,1,Kamar,Edmonds,1026.0,1024.0,28.0,Signed,67.0,0.0,0.0,PIT,tier_6,8.466666666666667,0.06666666666666667,PIT,0.0
1788,HB,Richard,Young,Richard Young,JAX,424,-16384,0,-4096,157,-128,457,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,2,16,3,Richard,Young,1577.0,1575.0,16.0,Signed,79.0,0.0,1.0,JAX,tier_4,38.733333333333334,0.2,JAX,-1.0
1789,WR,David,Bell,David Bell,NO,6,-16384,0,-4096,476,-128,505,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,3,10,0,0,26,0,David,Bell,3383.0,3381.0,26.0,Signed,76.0,0.0,1.0,NO,tier_4,48.2,0.3,NO,-1.0
1790,HB,Christian,McCaffrey,Christian McCaffrey,CAR,834,-16384,0,-4096,257,-128,763,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,2,15,0,4,20,5,Christian,McCaffrey,1721.0,1719.0,20.0,Signed,77.0,1.0,0.0,CAR,tier_4,72.73333333333333,0.4666666666666667,CAR,1.0
1791,HB,Seven,McGee,Seven McGee,DET,142,-16384,0,-4096,26,-128,292,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,2,18,3,Seven,McGee,2886.0,2884.0,18.0,Signed,63.0,1.0,0.0,DET,tier_6,11.2,0.2,DET,1.0
1792,WR,Mavin,Anderson,Mavin Anderson,CIN,18,-16384,0,-4096,973,-128,765,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,5,15,0,0,1,0,Mavin,Anderson,2471.0,2469.0,1.0,Signed,73.0,6.0,0.0,CIN,tier_5,66.06666666666666,0.3333333333333333,CIN,6.0
1795,HB,Devin,Singletary,Devin Singletary,BUF,850,-16384,0,-4096,108,-128,543,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,3,2,5,Devin,Singletary,2389.0,2387.0,2.0,Signed,75.0,0.0,0.0,BUF,tier_4,63.86666666666667,0.3333333333333333,BUF,0.0
1796,WR,Jaquez,Smith,Jaquez Smith,CHI,0,-16384,0,-4096,106,-128,241,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,1,15,0,0,0,0,Jaquez,Smith,1154.0,1152.0,0.0,Signed,67.0,0.0,0.0,CHI,tier_6,7.066666666666666,0.06666666666666667,CHI,0.0
1797,WR,Mycah,Pittman,Mycah Pittman,GB,0,-16384,0,-4096,93,-128,250,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,19,0,Mycah,Pittman,3076.0,3074.0,19.0,Signed,70.0,0.0,2.0,GB,tier_5,6.2,0.0,GB,-2.0
1799,WR,Tyreek,Hill,Tyreek Hill,TEN,14,-16384,0,-4096,484,-128,726,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,3,15,0,0,29,0,Tyreek,Hill,1178.0,1176.0,29.0,Signed,73.0,0.0,0.0,TEN,tier_5,33.2,0.2,TEN,0.0
1801,HB,John,Emery Jr,John Emery Jr,CAR,178,-16384,0,-4096,53,-128,181,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,20,3,John,Emery Jr,3164.0,3162.0,20.0,Signed,75.0,0.0,2.0,CAR,tier_4,15.4,0.2,CAR,-2.0
1802,WR,Beaux,Collins,Beaux Collins,LAR,3,-16384,0,-4096,891,-128,755,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,5,15,0,0,23,0,Beaux,Collins,2780.0,2778.0,23.0,Signed,79.0,2.0,0.0,LAR,tier_4,59.6,0.3333333333333333,LAR,2.0
1804,WR,Drake,London,Drake London,KC,5,-16384,0,-4096,1208,-128,1001,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,3,15,0,0,8,0,Drake,London,3325.0,3323.0,8.0,Signed,93.0,0.0,2.0,KC,tier_1,80.86666666666666,0.2,KC,-2.0
1806,WR,Jadan,Blue,Jadan Blue,NYG,33,-16384,0,-4096,824,-128,825,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,3,13,0,0,15,0,Jadan,Blue,3463.0,3461.0,15.0,Signed,89.0,0.0,2.0,NYG,tier_2,65.92307692307692,0.23076923076923078,NYG,-2.0
1808,WR,Jalin,Hyatt,Jalin Hyatt,CIN,0,-16384,0,-4096,23,-128,181,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,1,0,Jalin,Hyatt,2338.0,2336.0,1.0,Signed,66.0,0.0,0.0,CIN,tier_6,1.5333333333333334,0.0,CIN,0.0
1809,HB,Treyaun,Webb,Treyaun Webb,HOU,203,-16384,0,-4096,61,-128,237,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,31,0,Treyaun,Webb,2916.0,2914.0,31.0,Signed,77.0,0.0,3.0,HOU,tier_4,17.6,0.0,HOU,-3.0
1810,HB,Chris,Tyree,Chris Tyree,TB,105,-16384,0,-4096,71,-128,219,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,1,5,0,Chris,Tyree,845.0,843.0,5.0,Signed,63.0,0.0,0.0,TB,tier_6,11.733333333333333,0.0,TB,0.0
1811,HB,George,Pettaway,George Pettaway,BAL,16,-16384,0,-4096,32,-128,200,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,24,2,George,Pettaway,952.0,950.0,24.0,Signed,63.0,0.0,0.0,BAL,tier_6,3.2,0.13333333333333333,BAL,0.0
1812,HB,Alvin,Kamara,Alvin Kamara,LAC,205,-16384,0,-4096,212,-128,349,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,1,15,0,1,7,4,Alvin,Kamara,1462.0,1460.0,7.0,Signed,74.0,2.0,0.0,LAC,tier_5,27.8,0.3333333333333333,LAC,2.0
1813,WR,Bru,McCoy,Bru McCoy,DEN,0,-16384,0,-4096,500,-128,720,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,3,15,0,1,3,0,Bru,McCoy,1140.0,1138.0,3.0,Signed,72.0,0.0,0.0,DEN,tier_5,33.333333333333336,0.2,DEN,0.0
1814,HB,Deuce,Vaughn,Deuce Vaughn,TEN,620,-16384,0,-4096,165,-128,610,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,3,29,3,Deuce,Vaughn,1720.0,1718.0,29.0,Signed,74.0,2.0,0.0,TEN,tier_5,52.333333333333336,0.2,TEN,2.0
1815,WR,Chris,Olave,Chris Olave,DEN,-1,-16384,0,-4096,970,-128,1022,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,8,15,0,0,3,0,Chris,Olave,3321.0,3319.0,3.0,Signed,95.0,0.0,3.0,DEN,tier_0,64.6,0.5333333333333333,DEN,-3.0
1816,WR,Ja'Marion,Wayne,Ja'Marion Wayne,LV,0,-16384,0,-4096,0,-128,179,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,14,0,0,22,0,Ja'Marion,Wayne,3084.0,3082.0,22.0,Signed,62.0,0.0,0.0,LV,tier_6,0.0,0.0,LV,0.0
1818,WR,Hunter,Renfrow,Hunter Renfrow,CLE,13,-16384,0,-4096,526,-128,709,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,5,13,0,0,4,0,Hunter,Renfrow,2200.0,2198.0,4.0,Signed,76.0,0.0,0.0,CLE,tier_4,41.46153846153846,0.38461538461538464,CLE,0.0
1819,WR,Shazz,Preston,Shazz Preston,PIT,12,-16384,0,-4096,833,-128,960,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,6,15,0,0,28,0,Shazz,Preston,2860.0,2858.0,28.0,Signed,81.0,1.0,0.0,PIT,tier_3,56.333333333333336,0.4,PIT,1.0
1821,WR,Armani,Winfield,Armani Winfield,WAS,0,-16384,0,-4096,979,-128,1010,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,7,15,0,0,25,0,Armani,Winfield,465.0,463.0,25.0,Signed,81.0,1.0,0.0,WAS,tier_3,65.26666666666667,0.4666666666666667,WAS,1.0
1824,WR,Maleke,Wideman,Maleke Wideman,IND,0,-16384,0,-4096,0,-128,157,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,9,0,Maleke,Wideman,479.0,477.0,9.0,Signed,63.0,0.0,0.0,IND,tier_6,0.0,0.0,IND,0.0
1825,WR,Lawrence,Arnold,Lawrence Arnold,CHI,7,-16384,0,-4096,120,-128,270,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,0,0,Lawrence,Arnold,2818.0,2816.0,0.0,Signed,68.0,0.0,0.0,CHI,tier_6,8.466666666666667,0.0,CHI,0.0
1827,HB,Sam,Martin Jr.,Sam Martin Jr.,NO,405,-16384,0,-4096,243,-128,512,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,1,12,0,0,26,5,Sam,Martin Jr.,1378.0,1376.0,26.0,Signed,80.0,0.0,2.0,NO,tier_3,54.0,0.5,NO,-2.0
1829,WR,Zay,Flowers,Zay Flowers,ARI,0,-16384,0,-4096,0,-128,182,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,6,0,Zay,Flowers,3214.0,3212.0,6.0,Signed,69.0,0.0,0.0,ARI,tier_6,0.0,0.0,ARI,0.0
1834,WR,Brenen,Thompson,Brenen Thompson,SEA,0,-16384,0,-4096,70,-128,241,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,27,0,Brenen,Thompson,961.0,959.0,27.0,Signed,70.0,0.0,2.0,SEA,tier_5,4.666666666666667,0.0,SEA,-2.0
1835,WR,J.Michael,Sturdivant,J.Michael Sturdivant,LAR,0,-16384,0,-4096,0,-128,223,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,23,0,J.Michael,Sturdivant,1660.0,1658.0,23.0,Signed,64.0,0.0,0.0,LAR,tier_6,0.0,0.0,LAR,0.0
1836,WR,Marcus,Cooper,Marcus Cooper,SF,0,-16384,0,-4096,63,-128,257,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,4,14,0,Marcus,Cooper,1492.0,1490.0,14.0,Signed,62.0,0.0,0.0,SF,tier_6,4.2,0.0,SF,0.0
1840,HB,DeAnthony,Gatson,DeAnthony Gatson,MIA,57,-16384,0,-4096,0,-128,167,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,1,11,1,DeAnthony,Gatson,921.0,919.0,11.0,Signed,67.0,0.0,0.0,MIA,tier_6,3.8,0.06666666666666667,MIA,0.0
1841,HB,Tyler,Goodson,Tyler Goodson,CLE,1069,-16384,0,-4096,557,-128,955,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,2,15,0,0,4,7,Tyler,Goodson,3226.0,3224.0,4.0,Signed,92.0,2.0,0.0,CLE,tier_1,108.4,0.6,CLE,2.0
1843,WR,Teddy,Knox,Teddy Knox,BUF,4,-16384,0,-4096,459,-128,550,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,1,11,0,0,2,0,Teddy,Knox,3668.0,3666.0,2.0,Signed,74.0,1.0,0.0,BUF,tier_5,42.09090909090909,0.09090909090909091,BUF,1.0
1845,WR,Troy,Franklin,Troy Franklin,HOU,3,-16384,0,-4096,325,-128,317,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,15,0,0,31,0,Troy,Franklin,3037.0,3035.0,31.0,Signed,73.0,0.0,1.0,HOU,tier_5,21.866666666666667,0.0,HOU,-1.0
1848,HB,Jerrion,Ealy,Jerrion Ealy,KC,407,-16384,0,-4096,156,-128,459,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,10,0,0,8,2,Jerrion,Ealy,3416.0,3414.0,8.0,Signed,77.0,1.0,0.0,KC,tier_4,56.3,0.2,KC,1.0
1850,WR,Konata,Mumpfield,Konata Mumpfield,DAL,0,-16384,0,-4096,165,-128,249,-4096,False,0,0,0,0,0,0,0,6,-128,-128,0,0,0,0,0,0,10,0,0,10,0,Konata,Mumpfield,1483.0,1481.0,10.0,Signed,68.0,0.0,0.0,DAL,tier_6,16.5,0.0,DAL,0.0
4005,QB,Behren,Morton,Behren Morton,KC,-2,829,0,5,0,0,241,0,True,68,6,116,7,0,0,0,6,4,38,0,0,0,11,5,0,15,6,2,8,0,Behren,Morton,1783.0,1781.0,8.0,Signed,66.0,0.0,3.0,KC,tier_6,-0.13333333333333333,0.0,,
4031,TE,Brevin,Jordan,Brevin Jordan,SEA,0,0,1,0,84,15,411,37,True,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,5,15,4,0,27,0,Brevin,Jordan,1441.0,1439.0,27.0,Signed,69.0,4.0,0.0,SEA,tier_6,5.6,0.3333333333333333,SEA,4.0
4101,WR,D.K.,Metcalf,D.K. Metcalf,SEA,11,0,0,0,1001,82,904,436,True,0,3,0,0,71,0,0,6,4,0,1,0,0,0,0,7,15,15,0,27,0,D.K.,Metcalf,1795.0,1793.0,27.0,Signed,88.0,1.0,0.0,SEA,tier_2,67.46666666666667,0.4666666666666667,SEA,1.0
4134,TE,Will,Dissly,Will Dissly,SEA,0,0,2,0,582,28,925,249,True,0,0,0,0,44,0,0,6,0,0,5,0,0,0,0,3,15,15,0,27,0,Will,Dissly,666.0,664.0,27.0,Signed,70.0,3.0,0.0,SEA,tier_5,38.8,0.2,SEA,3.0
4195,HB,Gi'Bran,Payne,Gi'Bran Payne,KC,149,0,0,57,71,14,196,52,True,0,33,0,0,9,0,1,6,54,0,3,0,0,0,0,2,13,4,0,8,0,Gi'Bran,Payne,939.0,937.0,8.0,Signed,72.0,0.0,1.0,KC,tier_5,16.923076923076923,0.15384615384615385,KC,-1.0
4200,TE,Jake,Johnson,Jake Johnson,NYG,0,0,2,0,722,25,1107,289,True,0,0,0,0,65,0,0,6,0,0,0,0,0,0,0,5,15,15,0,15,0,Jake,Johnson,63.0,61.0,15.0,Signed,78.0,2.0,0.0,NYG,tier_4,48.13333333333333,0.3333333333333333,NYG,2.0
4206,HB,Isaiah,Davis,Isaiah Davis,SEA,266,0,0,144,21,7,177,24,True,0,52,0,0,4,0,3,6,98,0,5,0,0,0,0,0,15,4,0,27,1,Isaiah,Davis,397.0,395.0,27.0,Signed,76.0,0.0,3.0,SEA,tier_4,19.133333333333333,0.06666666666666667,SEA,-3.0
4237,HB,Terrance,Gibbs,Terrance Gibbs,NYG,462,0,0,138,136,15,415,104,True,0,123,0,0,20,0,4,6,53,0,7,0,0,0,0,0,14,8,0,15,5,Terrance,Gibbs,3694.0,3692.0,15.0,Signed,63.0,3.0,0.0,NYG,tier_6,42.714285714285715,0.35714285714285715,NYG,3.0
4246,TE,Luke,Lachey,Luke Lachey,NYG,13,0,0,0,18,9,394,14,True,0,7,0,0,3,0,0,6,4,0,0,0,0,0,0,1,15,6,0,15,0,Luke,Lachey,78.0,76.0,15.0,Signed,60.0,0.0,0.0,NYG,tier_6,2.066666666666667,0.06666666666666667,NYG,0.0
4253,WR,Kaleb,Brown,Kaleb Brown,DET,6,0,0,0,456,28,553,178,True,0,2,0,0,36,0,0,6,3,0,0,0,0,0,0,1,10,10,2,18,0,Kaleb,Brown,2748.0,2746.0,18.0,Signed,80.0,0.0,6.0,DET,tier_3,46.2,0.1,DET,-6.0
4254,WR,Mario,Williams,Mario Williams,NO,17,0,0,0,994,38,931,344,True,0,9,0,0,76,0,0,6,4,0,1,0,0,0,0,12,15,15,0,26,0,Mario,Williams,2467.0,2465.0,26.0,Signed,83.0,5.0,0.0,NO,tier_3,67.4,0.8,NO,5.0
4282,WR,Troy,Omeire,Troy Omeire,NYG,0,0,1,0,671,34,667,261,True,0,0,0,0,54,0,0,6,0,0,4,0,0,0,0,4,15,15,0,15,0,Troy,Omeire,3284.0,3282.0,15.0,Signed,72.0,3.0,0.0,NYG,tier_5,44.733333333333334,0.26666666666666666,NYG,3.0
4359,WR,Garrett,Wilson,Garrett Wilson,PHI,0,0,4,0,1138,75,830,352,True,0,0,0,0,52,0,0,6,0,0,1,0,0,0,0,13,15,15,0,12,0,Garrett,Wilson,3311.0,3309.0,12.0,Signed,99.0,0.0,0.0,PHI,tier_0,75.86666666666666,0.8666666666666667,PHI,0.0
4381,HB,Jaydon,Blue,Jaydon Blue,NO,477,0,0,139,98,20,296,71,True,0,126,0,0,12,0,2,6,70,0,5,0,0,0,0,0,10,10,0,26,3,Jaydon,Blue,1828.0,1826.0,26.0,Signed,86.0,0.0,5.0,NO,tier_2,57.5,0.3,NO,-5.0
